word,word_norm,phon,skeleton,n_tokens,frequency,relevance_mode,category_mode,n_mispronounced,n_meaning_changed,n_dropped,mispron_rate,meaning_change_rate,n_surface_forms,surface_forms,tier,n_variants_kept,variants
कीटनाशक,कीटनाशक,KiTaNaSaK,KTNSK,1,753,4,fertilizer_chemical,74,46,13,0.0983,0.0611,1,कीटनाशक,core,14,कीटनाशी (6) | किटनाशक (2) | टनाशक (2) | कितना (2) | सल्फेट (2) | कितना सा (2) | कीटनाशकों (2) | कितना शका (1) | की टना असर (1) | कितना से (1) | बटन (1) | कितना सक (1) | की टनाशकों (1) | कितना शक (1)
बारिश,बारिश,BaRiS,BRS,1,730,4,concern,28,17,5,0.0384,0.0233,1,बारिश,core,12,बोडी से (1) | वादी सो गई (1) | तारीख (1) | बरखा (1) | बाल इस (1) | बरसो (1) | मारी (1) | बाद (1) | वारिस (1) | बार से (1) | वोइस (1) | फरवरी (1)
तैयार,तैयार,TeYaR,TYR,1,720,3,growth_stage,11,6,4,0.0153,0.0083,1,तैयार,core,6,तैयारी (1) | कैसी होनी चाहिए (1) | पेड (1) | जहरीला (1) | क्लियर (1) | खाद (1)
करेला,करेला,KaReLa,KRL,1,675,4,crop,77,47,5,0.1141,0.0696,1,करेला,core,14,करैला (10) | केला (4) | इलाका (3) | करेले (2) | कडैला (2) | इलायची (2) | घडियाल (1) | लोग (1) | ट्रैला (1) | कहेला (1) | कोहिला (1) | गीत (1) | अलम (1) | करीना (1)
पीलापन,पीलापन,PiLaPaN,PLPN,1,668,4,concern,59,29,7,0.0883,0.0434,1,पीलापन,core,12,पीला पन (17) | पीला पड रहा (3) | गीलापन (1) | खाली (1) | अकेलापन (1) | सैलाब खिलाफा (1) | किला (1) | पीला बनाना (1) | पीया बनाना (1) | पीलेपन (1) | काला बना (1) | खिला फन (1)
नाम,नाम,NaM,NM,1,668,3,other,19,15,12,0.0284,0.0225,1,नाम,core,2,बारे में (1) | गारंटी देता हूं (1)
पत्ते,पत्ते,PaTe,PT,1,643,4,concern,69,15,4,0.1073,0.0233,1,पत्ते,core,14,पत्ता (24) | पत्ती (12) | पत्तों (3) | पता (2) | पत्तियां (2) | खाते (1) | पत्थर (1) | पेड (1) | तक तक (1) | पीलिया (1) | सुनते (1) | से (1) | साथ (1) | पौधे (1)
स्प्रे,स्प्रे,SPRe,SPR,1,637,3,activity_method,54,39,20,0.0848,0.0612,1,स्प्रे,core,14,स्प्रेड (5) | प्ले (2) | किया (1) | छिडकाव (1) | दे के (1) | प्रिय (1) | स्पर्श (1) | सकल (1) | इस प्रयोग (1) | सस्पेक्ट (1) | क्रश (1) | सपरे (1) | सब (1) | पेरे (1)
मोजर,मोजर,MoJaR,MJR,1,633,4,growth_stage,440,88,4,0.6951,0.139,1,मोजर,core,14,मौजर (120) | मुजर (110) | मौज (17) | मंजर (15) | मुझे (12) | मुजुर (6) | मोजा (6) | मोजेक (4) | मुजरिम (4) | मेमोजर (4) | मौजा (4) | मुज (3) | मोजल (3) | नजर (3)
गोभी,गोभी,KoBi,KB,1,632,4,crop,162,49,4,0.2563,0.0775,1,गोभी,core,15,कोबी (54) | कोभी (31) | को भी (12) | गेहूं (7) | भी (3) | फूलगोभी (3) | गोपी (3) | को (2) | बोबी (2) | बोधि (2) | कोनी (1) | मोबाइल (1) | जेटी (1) | तो भी (1) | खोपडी (1)
बचाव,बचाव,BaCaB,BCB,1,600,3,activity_method,117,14,3,0.195,0.0233,1,बचाव,core,13,बचाओ (91) | बचा (5) | बचा के (2) | बचाए (2) | बताओ (2) | उपजाऊ (1) | पोषण प्रबंधन (1) | यंत्र (1) | पसाव (1) | साफ (1) | चल (1) | रोकथाम (1) | सेवा चाप (1)
मसूरी,मसूरी,MaSuRi,MSR,1,596,4,crop,330,176,5,0.5537,0.2953,1,मसूरी,core,15,मासुरी (34) | मसूडे (28) | मछली (27) | मसूर (24) | मसूली (19) | मसूडी (17) | बांसुरी (15) | मशरी (10) | मशरूम (9) | मौसरी (9) | मसरी (9) | मछरी (5) | मासरी (5) | मशीन (4) | मूसली (4)
मिर्चा,मिर्चा,MiRCa,MRC,1,562,4,crop,193,68,5,0.3434,0.121,1,मिर्चा,core,15,मिर्ची (48) | मिर्च (21) | मरचा (16) | मिर्जा (10) | मार्च (8) | मर्चा (7) | नीचा (5) | मक्का (4) | मिर्छा (3) | मार्चा (3) | मिर्चिया (2) | निर्जा (2) | माचा (2) | मिरचा (2) | मिक्सर (2)
उर्वरक,उर्वरक,uRBaRaK,RBRK,1,557,4,fertilizer_chemical,66,51,9,0.1185,0.0916,1,उर्वरक,core,15,उरद (4) | प्रोडक्ट (4) | उरग (3) | रोग (3) | उरख (2) | उर्वरा (2) | उरवा रख (2) | उरवारा (2) | उरवरक (2) | बरक (2) | उरवारक (1) | उरारा (1) | बुवाई (1) | रोगर (1) | बुड वर्क (1)
रोपने,रोपने,RoPaNe,RPN,1,555,3,activity_method,195,139,8,0.3514,0.2505,1,रोपने,core,14,रोकने (72) | बोने (36) | रुकने (28) | रोपण (8) | रखने (3) | अपने (3) | उगाने (2) | उगने (2) | उपने (2) | रोपे (1) | रोपनी (1) | अपने घर का (1) | ओपनिंग (1) | रख रहे हैं (1)
अमरूद,अमरूद,aMaRuD,MRD,1,554,4,crop,38,34,2,0.0686,0.0614,1,अमरूद,core,14,अमृत (14) | आम (3) | मुध (2) | अमरुद (2) | सुगा (1) | हम लोग के (1) | हमरो (1) | हनुमत (1) | नीम (1) | हमदुलिल्ला (1) | मोदी (1) | भूत (1) | अमदूर (1) | अमीबा (1)
रोपाई,रोपाई,RoPai,RP,1,548,3,activity_method,94,71,13,0.1715,0.1296,1,रोपाई,core,14,रुपए (10) | उपाय (9) | रोपण (5) | बुवाई (4) | रुपई (3) | रपाई (2) | कृपा (2) | रूप आई (2) | पाइप (1) | लगा (1) | रोपे (1) | प्रोफाइल (1) | किलो पाई (1) | बोई (1)
बढ़ाने,बढाने,BaDaNe,BDN,1,521,3,activity_method,34,27,6,0.0653,0.0518,2,बढ़ाने | बढाने,core,11,बनाने (14) | बहाने (2) | बढावेले (1) | दूर भगाने (1) | बोने (1) | बडा (1) | रहने (1) | बडा करने (1) | पढाने (1) | लाने (1) | उगाने (1)
यूरिया,यूरिया,YuRiYa,YRY,1,521,4,fertilizer_chemical,49,31,9,0.094,0.0595,1,यूरिया,core,13,उडिया (9) | एरिया (8) | उरिया (2) | हीरिया (1) | यू नैनो (1) | उडिया उडिया (1) | रिया (1) | बढिया (1) | मयूरिया (1) | वीर्य (1) | यह मरा (1) | हो रही है (1) | व्यास (1)
सूख,सूख,SuK,SK,1,520,4,concern,100,20,6,0.1923,0.0385,1,सूख,core,12,सुख (68) | चुभ (2) | सुलझने (1) | झोक (1) | फफूंद (1) | फोडा (1) | सुकडे (1) | सुन (1) | सूप (1) | सुजा (1) | सूत्र (1) | सू (1)
विधि,विधि,BiDi,BD,1,502,3,activity_method,50,36,21,0.0996,0.0717,1,विधि,core,10,विधियां (2) | सीडी (2) | वीडियो (1) | भी लेकिन (1) | के लिए यह सब (1) | दीदी (1) | सीडी-बीडी (1) | विध (1) | विधियों (1) | दीजिए (1)
नींबू,नींबू,NinBu,NB,1,492,4,crop,27,21,1,0.0549,0.0427,1,नींबू,core,15,नीम (6) | नीबू (2) | अंगूर (2) | मुंह (1) | मूंग (1) | गेहूं (1) | नीमों (1) | आम (1) | लिम्फो (1) | बोका (1) | लूम (1) | मधु (1) | बुक (1) | मुख (1) | लेमो (1)
खरपतवार,खरपतवार,KaRaPaTaBaR,KRPTBR,1,482,4,concern,94,22,6,0.195,0.0456,1,खरपतवार,core,13,खर पतवार (55) | खर पर पात (2) | खर पतवारों (1) | घास-पतवार (1) | खर प्रचार (1) | खर पर (1) | सत्य सत्य (1) | खावा (1) | खेर पर पतवार (1) | खर पर स्पार (1) | खत खर पतवार (1) | खर पर तवार (1) | खैर उपकार पतवार (1)
लगाना,लगाना,LaKaNa,LKN,1,482,3,activity_method,14,5,4,0.029,0.0104,1,लगाना,core,5,लगना (3) | लगाए (1) | तारी कर दो (1) | अभिलगन (1) | लगा रहे हैं (1)
खीरा,खीरा,KiRa,KR,1,479,4,crop,74,49,6,0.1545,0.1023,1,खीरा,core,15,हीरा (16) | खेरा (12) | शिरा (4) | तेरा (3) | केला (2) | किराया (2) | लार (1) | खेरो (1) | सेव (1) | चिराली (1) | खिला (1) | खेती (1) | रासुल (1) | घुर्रा (1) | के लागे (1)
अरहर,अरहर,aRaHaR,RHR,1,470,4,crop,76,43,2,0.1617,0.0915,1,अरहर,core,15,हर हर (28) | और हर (12) | हर-हर (6) | हर (5) | आधार (2) | रहर (2) | अहर (2) | अहरहर (2) | अल (1) | अर (1) | ओरल (1) | हार हार (1) | आ रहा है (1) | कोल्ड होल (1) | परवल (1)
कितना दिन,कितना दिन,KiTaNaDiN,KTNDN,2,465,4,quantity_unit,75,14,6,0.1613,0.0301,1,कितना दिन,core,12,कितने दिन (23) | कितना दिनों (2) | कितने दिनों (1) | कितने दिनों पर (1) | कितने दिन का (1) | यूज में लेने (1) | कितने (1) | कितना भी (1) | 2018 से (1) | कितना देर (1) | 12 दिन (1) | कितना (1)
कट्ठा,कट्ठा,KaTa,KT,1,464,4,quantity_unit,136,62,14,0.2931,0.1336,1,कट्ठा,core,15,कठा (23) | काठा (18) | इकट्ठा (13) | कथा (7) | कट्टा (6) | कट्ठे (6) | कठ्ठा (4) | कट (3) | एकड (3) | कत्था (3) | तक (2) | हेक्टर (2) | कटम (2) | खट्टा (2) | पक्का (2)
प्रकोप,प्रकोप,PRaKoP,PRKP,1,461,4,concern,30,26,6,0.0651,0.0564,1,प्रकोप,core,15,प्रयोग (6) | प्रपोज (3) | पर को (2) | फर्क (1) | होगा ना (1) | परको (1) | प्रभाव (1) | कपट को खा गया (1) | प्रफुल्ल (1) | क्रोप (1) | प्रमुख (1) | प्रक्रोप (1) | प्रकुर्त (1) | मोटापा (1) | पत्ता (1)
बथुआ,बथुआ,BaTua,BT,1,452,4,concern,29,21,7,0.0642,0.0465,1,बथुआ,core,14,बतवा (2) | बाथुआ (2) | आप (1) | दर्द हुआ (1) | दथुआ (1) | बोसुगा (1) | बेतवा (1) | बत वाला (1) | नो पो (1) | बात हुआ (1) | बचपन (1) | दाद खाज (1) | मत बो (1) | खरथुआ (1)
जड़,जड,JaD,JD,1,451,4,other,113,85,8,0.2506,0.1885,1,जड़,core,15,जार (30) | जल (11) | जाल (5) | जर (5) | जोर (5) | जौर (4) | जोड (2) | जडों (1) | ज्वर (1) | ज्यादातर (1) | नजर (1) | जर्मिनेशन (1) | जाडम (1) | डेप (1) | इसका जियाल (1)
